matching_id,request_id,patient_id,caregiver_id,personality_score,specialty_score,region_score,total_score,grade,status,ai_comment,contract_start_date,contract_end_date,created_at
1566,260,260,525,89.3,50.0,75.0,72.7,B+,selected,전반적으로 좋은 매칭입니다.,,,2024-11-06
1567,260,260,751,76.2,25.0,75.0,52.1,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-05-16,,2024-12-11
1568,261,261,278,80.9,0.0,75.0,47.4,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-14
1569,261,261,702,94.3,33.3,50.0,54.0,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-02-05,,2025-05-20
1570,261,261,715,83.3,66.7,75.0,77.4,B+,active,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-04-01,,2025-09-04
1571,261,261,705,79.6,33.3,50.0,49.7,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-14
1572,261,261,372,83.5,66.7,75.0,71.9,B+,recommended,주요 질환에 대한 케어 경험이 있습니다.,,,2025-02-13
1573,261,261,99,77.1,33.3,75.0,60.2,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-02-01,2025-07-17,2025-02-17
1574,262,262,472,81.5,25.0,50.0,46.2,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-05-03,2025-08-20,2025-05-25
1575,262,262,939,79.2,25.0,50.0,54.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-03-04
1576,262,262,79,79.9,50.0,75.0,69.3,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-08-30
1577,262,262,120,75.5,25.0,50.0,51.0,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-10
1578,262,262,839,82.1,0.0,50.0,44.4,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-07-07,,2024-12-06
1579,262,262,135,95.0,25.0,50.0,52.2,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-22
1580,262,262,946,86.6,50.0,50.0,59.1,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-10-17
1581,263,263,708,79.2,25.0,50.0,50.1,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-11-05
1582,263,263,782,70.5,75.0,75.0,70.4,B+,selected,주요 질환에 대한 케어 경험이 있습니다.,,,2024-12-24
1583,263,263,803,75.7,25.0,75.0,55.4,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-31
1584,263,263,115,88.6,25.0,75.0,55.9,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-11-04
1585,263,263,80,80.2,25.0,75.0,52.5,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-11-21
1586,263,263,20,84.0,25.0,75.0,60.7,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-01-22
1587,263,263,794,85.6,75.0,75.0,75.8,B+,completed,전반적으로 좋은 매칭입니다.,2025-07-18,2025-10-03,2025-05-31
1588,264,264,972,88.6,0.0,75.0,49.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-17
1589,264,264,594,71.7,25.0,75.0,51.2,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-23
1590,264,264,357,66.6,50.0,75.0,58.1,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-01-05,2025-02-07,2025-08-07
1591,264,264,361,72.1,25.0,20.0,37.0,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-01-26,,2024-11-20
1592,264,264,165,78.0,75.0,20.0,58.3,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-13
1593,264,264,876,70.8,25.0,75.0,57.0,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-23
1594,265,265,190,78.7,66.7,50.0,71.5,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-08-09
1595,265,265,451,83.3,100.0,75.0,88.1,A,completed,성격 궁합이 좋아 원활한 소통이 기대됩니다.,2025-04-03,2025-05-31,2025-09-24
1596,265,265,690,82.9,33.3,75.0,57.5,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-01
1597,265,265,981,81.8,0.0,75.0,45.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-11-06
1598,265,265,110,79.7,33.3,75.0,55.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-28
1599,265,265,186,81.9,0.0,75.0,46.3,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-23
1600,265,265,855,79.9,66.7,75.0,75.7,B+,completed,전반적으로 좋은 매칭입니다.,2025-03-15,2025-06-10,2025-05-02
1601,265,265,364,82.5,66.7,75.0,71.2,B+,recommended,주요 질환에 대한 케어 경험이 있습니다.,,,2025-03-28
1602,266,266,184,77.9,50.0,75.0,65.0,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2024-12-24
1603,266,266,14,67.9,50.0,75.0,64.3,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-09-14
1604,266,266,691,82.2,0.0,75.0,46.5,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-28
1605,266,266,504,78.5,25.0,50.0,54.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-01
1606,266,266,689,80.9,50.0,75.0,62.7,B,active,일부 조건에서 조율이 필요할 수 있습니다.,2025-07-19,,2025-08-16
1607,266,266,108,92.1,50.0,100.0,78.2,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-09-25
1608,267,267,859,71.5,25.0,75.0,56.4,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-01-04,2025-04-13,2025-05-06
1609,267,267,435,81.3,75.0,75.0,78.2,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-03-23
1610,267,267,743,77.5,25.0,50.0,49.8,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-10-29
1611,267,267,512,82.5,25.0,75.0,57.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-08-27,2025-11-29,2025-03-17
1612,267,267,286,80.3,0.0,20.0,28.4,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-10-01,,2025-03-16
1613,268,268,996,58.6,0.0,75.0,41.0,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-24
1614,268,268,184,67.9,50.0,75.0,63.7,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2024-11-02
1615,268,268,392,71.0,0.0,20.0,25.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-10-30
1616,268,268,620,73.7,0.0,75.0,44.5,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-03-04,,2025-06-29
1617,269,269,503,79.1,25.0,75.0,56.9,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-10-31
1618,269,269,517,84.3,50.0,75.0,63.6,B,completed,일부 조건에서 조율이 필요할 수 있습니다.,2025-03-22,2025-05-21,2025-04-10
1619,269,269,268,90.3,25.0,75.0,59.8,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-11-10
1620,269,269,556,84.9,25.0,75.0,55.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-05-26,2025-08-06,2025-04-20
1621,269,269,352,89.6,50.0,100.0,75.2,B+,active,전반적으로 좋은 매칭입니다.,2025-09-02,,2024-12-16
1622,269,269,829,76.4,25.0,75.0,55.4,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-11
1623,269,269,881,85.5,25.0,75.0,59.1,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-03-28
1624,270,270,875,95.5,0.0,50.0,50.6,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-15
1625,270,270,161,85.2,25.0,50.0,50.9,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-15
1626,270,270,519,93.0,25.0,50.0,50.7,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2024-12-30,,2025-09-22
1627,270,270,58,89.2,50.0,75.0,73.3,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2024-11-12
1628,270,270,401,89.5,50.0,50.0,64.7,B,active,일부 조건에서 조율이 필요할 수 있습니다.,2024-12-12,,2025-05-16
1629,270,270,270,71.6,50.0,50.0,53.5,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-28
1630,270,270,507,66.6,25.0,50.0,44.9,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-12-23
1631,270,270,606,93.3,25.0,50.0,52.6,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-06-30,2025-10-17,2025-10-14
1632,271,271,118,78.4,0.0,100.0,47.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-24
1633,271,271,346,71.4,33.3,75.0,57.8,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-03-27,,2025-11-16
1634,271,271,174,70.9,0.0,75.0,45.5,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2024-12-31,2025-02-04,2025-05-17
1635,271,271,21,70.5,66.7,50.0,64.6,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-02-20,2025-04-16,2024-12-16
1636,271,271,552,64.2,33.3,75.0,54.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-06-06
1637,271,271,334,71.2,33.3,75.0,53.7,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-24
1638,272,272,207,70.5,66.7,75.0,73.5,B+,recommended,전반적으로 좋은 매칭입니다.,,,2025-08-09
1639,272,272,509,73.2,33.3,75.0,55.6,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-27
1640,272,272,651,74.3,0.0,50.0,43.5,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-08-03
1641,272,272,868,82.7,33.3,75.0,62.3,B,active,적응 기간이 다소 필요할 수 있습니다.,2025-09-11,,2025-02-03
1642,272,272,998,91.6,0.0,75.0,46.8,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-05-09,2025-08-16,2025-02-09
1643,272,272,807,88.4,33.3,75.0,62.3,B,active,기본적인 케어 역량을 갖추고 있습니다.,2025-05-04,,2024-12-28
1644,272,272,78,82.9,33.3,50.0,58.1,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-02-12,,2025-04-19
1645,273,273,321,74.2,50.0,75.0,66.4,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-08-26
1646,273,273,205,80.6,25.0,50.0,54.5,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2024-12-11,2025-05-22,2025-02-04
1647,273,273,425,70.8,25.0,50.0,51.9,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-01
1648,273,273,412,74.8,50.0,50.0,56.3,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2024-12-06,2025-05-21,2024-10-29
1649,273,273,258,84.0,75.0,20.0,66.7,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-09-28,2026-03-10,2025-05-24
1650,273,273,640,66.0,25.0,20.0,34.6,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-05-28,2025-10-16,2025-06-16
1651,273,273,528,83.6,50.0,50.0,63.1,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-07-13
1652,273,273,465,80.0,50.0,50.0,63.7,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-09-05
1653,274,274,704,69.3,25.0,50.0,43.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-24
1654,274,274,616,77.3,75.0,75.0,78.8,B+,selected,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-04-03
1655,274,274,242,77.2,50.0,75.0,65.6,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-04-24
1656,274,274,416,83.5,50.0,50.0,63.2,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-10-10,2025-12-30,2025-07-10
1657,274,274,245,84.2,75.0,75.0,81.1,A,completed,전문분야 일치도가 높고 케어 경험이 풍부합니다.,2025-06-08,2025-11-25,2025-01-01
1658,274,274,117,82.6,25.0,75.0,57.5,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-10-29
1659,275,275,322,79.0,33.3,75.0,55.4,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-24
1660,275,275,617,63.4,0.0,50.0,36.4,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-05-07
1661,275,275,306,70.3,33.3,75.0,61.1,B,active,기본적인 케어 역량을 갖추고 있습니다.,2025-08-18,,2025-09-30
1662,275,275,888,82.6,0.0,75.0,48.4,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-26
1663,276,276,681,73.6,25.0,75.0,54.5,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-28
1664,276,276,849,90.4,25.0,50.0,55.2,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-11
1665,276,276,595,86.5,50.0,50.0,66.1,B,cancelled,적응 기간이 다소 필요할 수 있습니다.,,,2025-05-11
1666,276,276,973,87.1,25.0,75.0,62.3,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-06-30,2025-11-15,2025-09-14
1667,276,276,794,76.7,50.0,75.0,70.3,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-05-01
1668,276,276,954,76.5,25.0,75.0,53.1,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-29
1669,276,276,538,80.4,0.0,75.0,46.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-03
1670,276,276,258,87.1,25.0,20.0,50.0,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-05-19,2025-11-04,2025-03-28
1671,277,277,372,92.3,0.0,75.0,49.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-20
1672,277,277,487,88.3,0.0,75.0,45.0,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-10-01,2025-12-31,2025-02-17
1673,277,277,733,79.5,25.0,50.0,54.9,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-04-26,2025-06-26,2025-07-28
1674,277,277,377,79.2,0.0,75.0,41.6,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-04-10,2025-07-14,2025-10-11
1675,277,277,842,76.7,25.0,50.0,47.3,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-08-07,2025-12-27,2025-06-17
1676,278,278,809,70.6,0.0,50.0,41.6,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-14
1677,278,278,35,77.9,50.0,100.0,71.4,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2024-11-24
1678,278,278,281,78.0,25.0,75.0,55.3,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-09-05
1679,278,278,888,75.1,25.0,75.0,57.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-24
1680,278,278,83,83.4,25.0,75.0,56.5,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2024-12-24,,2025-02-19
1681,278,278,843,83.5,50.0,50.0,64.1,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2024-12-06
1682,278,278,799,75.6,0.0,75.0,40.5,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-01-02
1683,279,279,646,80.2,75.0,75.0,71.8,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-07-18,2025-11-03,2025-02-05
1684,279,279,455,72.5,75.0,75.0,71.6,B+,completed,전반적으로 좋은 매칭입니다.,2024-11-30,2025-02-01,2024-12-10
1685,279,279,811,77.0,25.0,50.0,49.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-19
1686,279,279,657,79.6,0.0,75.0,44.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2024-12-29,2025-04-21,2025-08-17
1687,279,279,140,81.0,25.0,50.0,47.7,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-02-07
1688,280,280,22,79.6,50.0,75.0,68.1,B,selected,적응 기간이 다소 필요할 수 있습니다.,,,2025-08-01
1689,280,280,971,90.7,0.0,75.0,54.6,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-08-17
1690,280,280,24,90.4,0.0,75.0,48.0,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-08-03,2025-09-14,2025-01-14
1691,280,280,946,93.3,25.0,75.0,57.9,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-08-31
1692,280,280,572,79.5,25.0,75.0,61.1,B,active,기본적인 케어 역량을 갖추고 있습니다.,2025-08-29,,2024-11-24
1693,281,281,446,91.1,0.0,50.0,40.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-14
1694,281,281,792,91.8,25.0,75.0,57.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-02
1695,281,281,943,81.7,25.0,75.0,59.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-21
1696,281,281,951,90.2,50.0,75.0,69.6,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-01-23
1697,281,281,465,82.4,75.0,75.0,74.7,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2024-11-19
1698,281,281,848,74.9,50.0,75.0,66.7,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-08-26
1699,281,281,690,88.0,50.0,75.0,68.6,B,cancelled,기본적인 케어 역량을 갖추고 있습니다.,,,2025-11-12
1700,281,281,507,82.5,0.0,75.0,45.5,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-29
1701,282,282,462,79.5,66.7,75.0,69.1,B,cancelled,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-09-19
1702,282,282,930,69.4,0.0,75.0,46.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-05-07
1703,282,282,255,88.7,33.3,50.0,58.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-05-14
1704,282,282,379,94.1,0.0,50.0,47.5,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-25
1705,282,282,597,85.4,66.7,75.0,72.9,B+,selected,주요 질환에 대한 케어 경험이 있습니다.,,,2025-02-14
1706,282,282,701,71.6,66.7,75.0,66.1,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-07-29
1707,282,282,663,74.6,33.3,75.0,57.9,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-04-30,,2024-12-18
1708,282,282,470,82.3,33.3,50.0,59.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-11-28
1709,283,283,6,75.4,25.0,50.0,47.7,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-18
1710,283,283,260,87.6,50.0,75.0,68.1,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-01-15,2025-02-24,2025-08-27
1711,283,283,517,85.9,50.0,75.0,68.7,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-04-01
1712,283,283,635,79.0,25.0,75.0,52.7,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-28
1713,284,284,444,76.7,25.0,20.0,45.6,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-06-07,2025-10-07,2025-07-05
1714,284,284,146,72.0,0.0,75.0,45.1,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-03-07
1715,284,284,267,82.3,50.0,75.0,65.7,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-06-18
1716,284,284,120,70.9,25.0,75.0,55.9,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-10-31
1717,284,284,321,77.2,25.0,50.0,54.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-25
1718,284,284,46,78.3,25.0,75.0,57.5,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-03-17,,2025-08-22
1719,284,284,131,81.7,75.0,50.0,67.6,B,cancelled,기본적인 케어 역량을 갖추고 있습니다.,,,2025-08-25
1720,284,284,512,81.0,0.0,75.0,42.5,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-04
1721,285,285,447,93.1,75.0,50.0,73.7,B+,recommended,전반적으로 좋은 매칭입니다.,,,2025-02-12
1722,285,285,119,75.0,25.0,50.0,48.6,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-30
1723,285,285,917,82.6,50.0,50.0,64.9,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-09-24
1724,285,285,950,93.4,25.0,50.0,53.7,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-04
1725,285,285,507,68.9,25.0,50.0,43.4,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-08-03,,2025-03-11
1726,285,285,42,79.7,0.0,50.0,43.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-22
1727,285,285,453,85.1,0.0,75.0,49.4,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-11-24
1728,286,286,786,85.7,25.0,75.0,58.7,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-11
1729,286,286,585,87.8,0.0,75.0,44.8,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-08-27,2026-01-04,2025-01-28
1730,286,286,185,74.3,75.0,50.0,71.9,B+,active,주요 질환에 대한 케어 경험이 있습니다.,2025-08-11,,2025-10-16
1731,286,286,427,78.3,25.0,75.0,55.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-24
1732,286,286,943,86.8,25.0,75.0,58.9,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2024-12-11,,2025-01-26
1733,286,286,79,78.3,50.0,50.0,61.5,B,active,기본적인 케어 역량을 갖추고 있습니다.,2025-05-13,,2024-12-26
1734,286,286,253,81.0,50.0,75.0,68.3,B,selected,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-06-13
1735,286,286,787,87.1,25.0,75.0,63.7,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-02-08
1736,287,287,217,84.3,100.0,75.0,86.1,A,completed,안정적인 케어 서비스 제공이 예상됩니다.,2025-09-30,2025-11-17,2025-01-22
1737,287,287,884,83.1,33.3,75.0,58.7,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-10-28
1738,287,287,50,76.7,0.0,75.0,49.3,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-11-16
1739,287,287,821,84.5,33.3,75.0,65.2,B,selected,기본적인 케어 역량을 갖추고 있습니다.,,,2025-05-12
1740,287,287,660,85.0,100.0,75.0,91.3,A+,active,모든 조건이 탁월하게 일치합니다.,2025-06-05,,2024-11-06
1741,288,288,124,70.8,50.0,50.0,59.6,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-05-23,2025-07-25,2024-12-21
1742,288,288,306,66.0,0.0,75.0,42.0,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-02-20,2025-07-14,2025-03-28
1743,288,288,503,82.5,0.0,75.0,46.9,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-03-26,2025-07-28,2025-08-23
1744,288,288,821,74.3,25.0,75.0,50.7,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-06-05
1745,288,288,443,67.1,25.0,75.0,57.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-04
1746,289,289,954,80.7,66.7,75.0,73.9,B+,selected,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-04-01
1747,289,289,508,79.1,0.0,50.0,39.6,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-26
1748,289,289,540,68.7,33.3,75.0,52.6,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-12-11
1749,289,289,645,69.4,66.7,75.0,73.7,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-06-23,2025-12-03,2025-06-28
1750,289,289,663,71.6,33.3,75.0,52.9,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-09
1751,290,290,523,84.2,0.0,75.0,47.9,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-02-08
1752,290,290,436,78.6,0.0,75.0,49.4,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-19
1753,290,290,423,84.5,0.0,75.0,49.2,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-11-18
1754,290,290,97,81.8,50.0,75.0,63.5,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-04-04
1755,291,291,806,68.9,25.0,50.0,42.4,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-06-27
1756,291,291,187,84.8,50.0,50.0,60.3,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-03-10,2025-08-02,2025-07-14
1757,291,291,864,61.4,50.0,50.0,51.1,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-09
1758,291,291,403,85.0,25.0,75.0,63.3,B,selected,일부 조건에서 조율이 필요할 수 있습니다.,,,2024-12-17
1759,291,291,47,76.4,0.0,75.0,41.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-11-17
1760,292,292,405,84.9,25.0,20.0,46.3,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-07
1761,292,292,120,75.9,0.0,20.0,30.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-11-10
1762,292,292,14,84.9,50.0,20.0,55.7,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-02-21,2025-06-08,2025-01-15
1763,292,292,176,88.0,50.0,20.0,60.4,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-05-08
1764,293,293,90,92.0,25.0,75.0,64.1,B,selected,적응 기간이 다소 필요할 수 있습니다.,,,2025-08-22
1765,293,293,129,83.2,25.0,50.0,55.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-25
1766,293,293,139,87.8,0.0,75.0,51.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-26
1767,293,293,15,81.5,50.0,75.0,66.6,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2024-12-12,2025-05-28,2025-10-13
1768,293,293,196,89.4,25.0,75.0,56.5,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-11-15
1769,293,293,115,91.4,25.0,75.0,56.9,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-13
1770,294,294,987,66.7,75.0,75.0,69.5,B,selected,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-02-08
1771,294,294,497,70.1,75.0,75.0,76.6,B+,active,주요 질환에 대한 케어 경험이 있습니다.,2025-04-11,,2025-06-09
